receiver_upi,receiver_txn_count_24h_mean,receiver_txn_count_24h_max,receiver_amount_sum_24h_mean,receiver_amount_sum_24h_max
merch61482@okhdfcbank,12.666666666666666,27,96704.65428571429,168939.30999999997
merch61483@okicici,19.72,41,185571.2468,567328.1399999999
merch61496@axl,15.464285714285714,31,262511.8567857143,380778.62
merch6149@ybl,24.857142857142858,44,303508.77107142855,568472.16
merch61506@okicici,19.48,37,311360.61880000005,484165.68
merch61521@oksbi,22.90909090909091,42,234291.48515151514,450821.21
merch61523@ybl,16.571428571428573,33,179757.43476190476,378258.5500000001
merch61526@paytm,15.296296296296296,31,239282.0988888889,404371.97
merch61530@axl,17.275862068965516,33,89476.09827586207,253653.02
merch61558@axl,22.76,41,178911.8612,333179.69
merch61582@paytm,21.310344827586206,41,524546.5265517242,907858.37
merch61587@ybl,21.185185185185187,42,189685.98074074072,342501.55
merch61598@okicici,18.962962962962962,40,133039.75333333333,208346.75
merch61611@paytm,12.5,28,67148.809,247101.01
merch61616@oksbi,19.307692307692307,36,206992.21846153846,368093.37
merch61639@oksbi,20.25,46,103515.40861111111,395642.37
merch61658@oksbi,18.96153846153846,36,366405.6330769231,505518.03
merch61664@axl,20.413793103448278,41,198356.5044827586,507000.51
merch61666@ybl,16.8,31,268729.399,488827.09
merch61669@okicici,13.608695652173912,33,141378.59304347823,232120.23
merch6166@axl,18.379310344827587,41,233619.0720689655,507345.61
merch61683@axl,15.0,33,45897.76666666666,99211.04
merch61684@axl,20.2,43,356474.3396,762248.38
merch61709@okicici,18.862068965517242,38,120791.23413793104,298010.84
merch6171@axl,19.88888888888889,35,404864.9655555556,673290.79
merch61721@axl,15.695652173913043,30,118238.69217391303,204813.24
merch61746@oksbi,20.53846153846154,39,232601.36461538463,462805.58
merch61750@axl,12.4,24,82432.641,241214.33
merch61752@oksbi,21.529411764705884,45,267936.5852941177,576812.16
merch61760@okicici,16.88,33,256377.73320000002,517578.81
merch6177@paytm,27.2,50,181805.3757142857,307914.99
merch61784@oksbi,20.5,41,369058.8544117647,583079.6200000001
merch61796@oksbi,17.482758620689655,37,140773.35310344826,369007.86
merch61797@paytm,18.266666666666666,35,144787.70533333335,341437.53
merch61805@oksbi,17.4,36,379130.4036,740871.4700000001
merch61820@paytm,19.071428571428573,38,330246.6871428572,710711.5499999999
merch61840@ybl,24.5,49,385610.00974999997,721266.66
merch61848@okhdfcbank,18.448275862068964,36,118478.70275862068,185779.59000000003
merch61857@axl,13.476190476190476,28,95856.08238095237,262921.49999999994
merch61873@ybl,14.0,30,221818.81949999998,406905.85
merch61886@okicici,22.59375,43,384761.0165625,706570.6199999999
merch61895@ybl,14.384615384615385,31,95783.8946153846,327380.35
merch61940@okicici,20.25,43,242877.94999999998,390770.07
merch61945@okhdfcbank,16.875,34,237064.05041666667,570548.29
merch61955@oksbi,14.851851851851851,31,207865.51962962965,276908.15
merch61964@ybl,16.192307692307693,35,122822.41115384617,395337.14
merch61972@ybl,17.96153846153846,37,135969.45115384617,247839.97
merch61985@okhdfcbank,20.482758620689655,40,204273.84413793104,504965.7400000001
merch62005@okicici,14.666666666666666,31,70159.12333333332,169601.09
merch62040@axl,16.17241379310345,35,317471.02103448275,579438.15
merch62050@paytm,11.153846153846153,20,72066.24923076924,159221.40000000005
merch62064@okhdfcbank,16.318181818181817,33,90426.92227272727,316427.51
merch62072@ybl,20.61111111111111,40,240056.2736111111,444301.27
merch6207@ybl,14.8,30,85081.49519999999,188051.19
merch62086@ybl,19.63157894736842,33,258093.01578947366,379732.97
merch62102@paytm,23.28205128205128,51,223210.30846153846,569418.64
merch62104@ybl,14.357142857142858,25,77555.38428571429,209298.15
merch62109@paytm,13.411764705882353,27,134607.61705882355,304854.14
merch62134@ybl,14.9,26,37308.76899999999,74178.94999999998
merch62177@ybl,16.82608695652174,35,101838.70521739131,197826.94000000003
merch62196@axl,16.346153846153847,32,199220.67653846153,430984.79
merch62196@paytm,18.037037037037038,35,205495.1374074074,454198.9900000001
merch62201@oksbi,16.40909090909091,33,77819.74227272728,113916.75
merch62217@oksbi,8.11111111111111,22,28960.77888888889,102082.39
merch62248@oksbi,11.166666666666666,29,164799.51777777777,467197.87
merch62271@paytm,21.884615384615383,39,264887.765,440315.92
merch62273@okhdfcbank,18.23076923076923,34,243614.0546153846,502756.89
merch62274@axl,19.741935483870968,41,328110.8522580645,516223.91
merch62284@paytm,19.576923076923077,40,222348.63499999998,665879.78
merch62289@axl,12.722222222222221,23,93314.10555555554,159269.62999999995
merch62292@ybl,17.896551724137932,38,149114.83379310343,385844.16
merch62321@okhdfcbank,13.25,26,106734.93625,214652.48
merch62330@axl,20.875,42,108202.47218750001,317721.24
merch62331@paytm,12.882352941176471,29,181096.98823529412,589884.3899999999
merch62336@okicici,16.44,34,104854.0184,236076.98
merch62339@ybl,17.48,35,145932.8576,363820.23999999993
merch62340@okhdfcbank,23.64516129032258,46,258843.43322580645,726726.89
merch62351@okhdfcbank,18.033333333333335,37,241996.03366666666,532566.3099999999
merch62404@ybl,15.625,30,50545.11000000001,153404.36000000002
merch62410@axl,15.285714285714286,33,122471.98142857142,310643.9
merch62415@oksbi,14.916666666666666,29,116780.67,409926.69000000006
merch62417@paytm,19.925925925925927,41,307474.1088888889,466609.98
merch62455@okhdfcbank,23.035714285714285,43,332487.83142857143,513417.13
merch62455@ybl,20.782608695652176,38,273361.3904347826,489057.6
merch62457@oksbi,15.7,30,84269.245,181888.27999999997
merch62471@axl,16.46153846153846,32,271228.4061538462,729014.84
merch62477@paytm,16.25,33,228721.368125,314623.03
merch6250@paytm,12.6,25,123190.759,226443.95
merch62518@okicici,19.225806451612904,41,229960.5770967742,381463.3000000001
merch62526@axl,17.70967741935484,37,92474.01741935484,190084.16
merch62561@paytm,15.15,28,182331.98849999995,379967.77
merch62572@oksbi,15.76923076923077,32,176833.46923076923,433158.64
merch62585@okicici,20.29032258064516,41,248579.43032258065,449706.19
merch62589@ybl,20.41176470588235,39,156317.21176470586,296898.8899999999
merch62600@paytm,15.294117647058824,27,241493.9623529412,309007.45
merch62608@okicici,13.428571428571429,24,242271.66214285715,348823.42
merch62671@paytm,16.074074074074073,33,39398.49,204412.15
merch6267@ybl,20.2,38,160881.2516,328201.4
merch62683@okicici,14.31578947368421,26,142517.37578947368,243321.1
merch62684@oksbi,12.25,27,151958.49850000002,331015.62
merch62690@oksbi,18.47826086956522,37,185561.99434782608,316035.8
merch62700@okicici,14.130434782608695,28,253672.15130434782,352905.48
merch62710@okicici,20.03125,41,91280.4178125,205076.16
merch62717@paytm,17.185185185185187,36,213025.84,408392.06000000006
merch6271@okicici,10.5625,22,217508.161875,403738.03
merch62724@okhdfcbank,15.526315789473685,30,107123.67947368421,242368.69
merch62726@okhdfcbank,16.22222222222222,34,126683.5251851852,298768.21
merch6272@ybl,15.36,30,48101.9404,170211.55
merch62739@okhdfcbank,16.75,34,86538.06428571428,180965.38
merch62743@oksbi,22.228571428571428,50,126541.43657142858,333904.02
merch62779@oksbi,25.18421052631579,51,254258.63263157898,479436.3
merch6277@axl,20.636363636363637,42,143640.6209090909,321850.69
merch62794@paytm,31.48936170212766,64,390256.6931914893,728894.99
merch6279@paytm,14.5,27,259475.6705,681235.98
merch6280@axl,15.0,31,40130.91272727273,249632.73
merch62810@oksbi,14.4,29,61320.114,162278.28000000003
merch62829@ybl,13.0625,26,134518.06,400035.87
merch62852@paytm,10.733333333333333,21,386799.87200000003,698773.21
merch62854@paytm,18.85185185185185,39,206024.3737037037,341693.4499999999
merch6285@ybl,14.476190476190476,29,94807.23238095238,329304.21
merch62888@oksbi,17.863636363636363,36,217959.03181818183,377300.87
merch62897@paytm,15.619047619047619,34,125427.98809523809,246898.43
merch62902@okhdfcbank,16.25,36,208508.54357142857,275753.01
merch62915@okicici,24.074074074074073,46,250527.13814814814,629615.9700000001
merch62926@axl,16.85185185185185,34,236701.9148148148,488042.9
merch62934@okicici,10.4,21,179430.78333333333,383964.59
merch62978@ybl,19.85185185185185,37,177639.89666666667,367140.54
merch63001@okhdfcbank,14.666666666666666,30,166649.77000000002,359654.88
merch63002@ybl,20.96969696969697,46,457892.73242424236,594198.7399999998
merch63014@ybl,13.391304347826088,27,71701.9395652174,152672.16
merch63019@paytm,21.97142857142857,45,174494.20057142858,292816.37999999995
merch6302@oksbi,16.11111111111111,36,219031.8262962963,358766.96
merch63059@axl,17.64516129032258,38,55892.9035483871,253876.27
merch6305@okicici,17.413793103448278,37,127859.34931034483,352456.36000000004
merch63072@ybl,18.962962962962962,38,122639.67629629628,203124.63
merch63077@oksbi,16.321428571428573,33,183552.39142857143,410277.76
merch63103@paytm,21.379310344827587,39,327974.48,402741.1
merch6310@ybl,16.076923076923077,34,107664.12346153846,217966.37
merch63110@axl,18.964285714285715,36,178638.44571428574,349111.44
merch63126@okhdfcbank,16.0,34,105976.99,403825.35
merch63129@okhdfcbank,20.192307692307693,35,73220.74230769232,95622.57
merch63150@oksbi,20.52,36,320753.9272,444954.52
merch63151@axl,11.88888888888889,25,14295.966111111113,63363.490000000005
merch6315@okicici,14.789473684210526,28,94253.10684210526,282915.16
merch63167@okicici,15.04,33,298830.38920000003,599994.74
merch6316@okicici,16.857142857142858,31,96819.37071428573,344611.63000000006
merch63175@oksbi,21.852941176470587,43,229847.71470588236,380385.4900000001
merch63185@ybl,14.625,29,153013.37916666668,398831.1
merch63197@okicici,25.774193548387096,46,294606.4167741935,529689.03
merch63233@axl,21.314285714285713,44,146539.2637142857,432860.9100000001
merch63235@axl,19.606060606060606,40,143109.88121212122,261213.08
merch63239@ybl,15.391304347826088,34,195005.9808695652,368185.69
merch63244@paytm,16.565217391304348,31,124144.35739130434,252875.09999999995
merch63245@okhdfcbank,16.8,37,109509.60600000001,223706.60000000003
merch63257@okhdfcbank,16.357142857142858,35,156590.77571428573,247765.37
merch63278@paytm,13.958333333333334,31,300986.42083333334,607033.0399999998
merch63286@paytm,18.464285714285715,39,314436.40392857144,573523.6499999999
merch63293@axl,17.095238095238095,36,170907.4719047619,351476.36
merch63294@okicici,14.055555555555555,26,218411.9561111111,323839.68000000005
merch63303@axl,15.434782608695652,31,270712.9056521739,427165.23
merch63325@oksbi,13.153846153846153,29,136578.26,223509.45
merch63349@okicici,19.296296296296298,40,166121.9274074074,384388.79
merch63355@ybl,18.3125,38,287638.0684375,429168.23
merch63398@okicici,15.6,29,200818.8348,547078.2
merch63399@oksbi,18.807692307692307,36,149596.19961538463,340797.92000000004
merch63402@oksbi,19.862068965517242,39,546773.1827586207,803694.41
merch63408@okhdfcbank,13.533333333333333,27,92050.80333333333,183676.15
merch63423@oksbi,13.875,26,358502.23625,552792.0599999998
merch63425@axl,17.22222222222222,36,187321.44666666668,375630.55
merch63444@paytm,12.333333333333334,28,257087.74250000002,634542.8500000001
merch63461@oksbi,19.333333333333332,40,135458.68555555554,284013.24
merch63473@ybl,13.409090909090908,27,296884.73454545456,616481.15
merch63495@axl,22.814814814814813,43,250655.5011111111,559368.6100000001
merch63497@okicici,16.428571428571427,30,216543.65190476194,311070.77
merch6349@axl,14.4375,28,196367.79562500003,408347.8200000001
merch63552@paytm,21.193548387096776,43,439049.9016129033,779612.5100000001
merch63580@ybl,17.64,34,182970.0868,408936.32
merch63624@axl,20.6875,41,143314.349375,273627.24999999994
merch6362@ybl,21.681818181818183,37,261145.25227272726,506870.48
merch6363@paytm,17.458333333333332,34,192871.13083333333,306941.43
merch6364@okhdfcbank,17.193548387096776,38,291341.75483870966,481505.51
merch63651@oksbi,18.88,45,82055.4932,277301.53
merch63670@axl,18.03846153846154,35,141840.39230769232,318207.38
merch63679@okicici,12.68421052631579,27,351854.81315789477,569850.68
merch63683@axl,19.14814814814815,37,265257.96851851855,416059.98
merch63708@paytm,16.64,33,78672.61480000001,143273.45
merch63713@oksbi,18.347826086956523,37,85514.95652173914,254310.09
merch63714@ybl,30.23913043478261,59,208097.53130434782,539872.2
merch63723@ybl,15.0,32,107861.66772727272,285984.96
merch63726@okicici,24.59259259259259,47,158745.20222222223,268977.05
merch63744@axl,17.68,32,63479.356799999994,146899.01
merch63758@axl,15.217391304347826,30,131949.04347826086,206168.1
merch6375@okhdfcbank,23.34285714285714,43,115639.468,404906.75
merch63771@okhdfcbank,14.894736842105264,29,181788.34157894738,421152.61
merch6378@paytm,17.192307692307693,36,144992.62038461538,358671.77
merch63798@okhdfcbank,18.678571428571427,35,102045.15285714286,145305.24000000002
merch63805@paytm,18.482758620689655,37,188750.68413793104,441020.54
merch6380@axl,17.652173913043477,35,250313.02391304346,534719.0399999999
merch63813@okicici,15.681818181818182,30,190014.76045454544,300787.3099999999
merch63814@ybl,21.266666666666666,41,145769.99899999998,365835.5
merch63851@okicici,18.035714285714285,40,202889.30178571428,349012.60000000003
merch6385@paytm,16.571428571428573,31,257980.7557142857,450080.97
merch63866@ybl,13.105263157894736,24,213601.5421052632,370930.13
merch63873@axl,14.777777777777779,27,188325.86055555556,384564.96
merch63878@ybl,21.153846153846153,38,280319.33,521458.51
merch63881@paytm,11.61111111111111,25,205520.62944444444,378793.16
merch63886@okhdfcbank,24.161290322580644,48,154685.78580645163,233027.02
merch63898@axl,16.0,32,68008.32199999999,133345.32
merch63906@ybl,17.75862068965517,34,223153.23206896553,309314.83
merch63907@okicici,19.848484848484848,42,223168.67606060606,408902.96
merch63919@okicici,15.08,32,66970.132,250885.16000000003
merch6392@okhdfcbank,20.692307692307693,41,286250.05653846153,548136.01
merch63931@axl,19.692307692307693,37,247266.1953846154,654527.5
merch63958@paytm,18.043478260869566,34,330469.3839130435,721750.3099999999
merch63968@paytm,16.8,33,97762.65159999998,227702.27
merch63969@okhdfcbank,20.114285714285714,43,335180.6685714285,842067.3099999998
merch63969@ybl,16.615384615384617,34,121939.10192307692,374845.71
merch63979@oksbi,14.714285714285714,30,161046.30714285714,283134.36000000004
merch6397@okicici,16.84,33,251992.8048,417889.74
merch63982@paytm,20.25,42,236192.15343749998,563313.6899999998
merch63985@oksbi,17.923076923076923,35,94960.56730769231,201659.09
merch63995@axl,19.26923076923077,34,348521.31076923077,485511.91
merch63995@okhdfcbank,23.2,42,314935.0173333333,516485.67
merch63996@oksbi,19.5,34,83994.20115384615,273000.02
merch64001@axl,13.894736842105264,30,65513.62052631579,142638.74
merch64023@okicici,17.96,34,380871.5136,895238.7400000001
merch64038@oksbi,19.52,38,168947.09600000002,315965.06000000006
merch64043@paytm,22.90909090909091,45,136616.61727272728,448531.42999999993
merch6404@oksbi,16.08695652173913,31,142581.49869565218,256568.86
merch64059@okhdfcbank,11.6,24,216000.61799999996,632174.41
merch64081@oksbi,31.763157894736842,55,385065.9342105263,577507.6799999998
merch64083@oksbi,19.958333333333332,38,214748.61916666667,575424.21
merch64090@okhdfcbank,20.555555555555557,39,423145.5081481482,651732.7700000001
merch64094@okicici,12.210526315789474,25,50087.85263157894,76408.35
merch64103@okicici,17.181818181818183,31,31199.55590909091,87657.33
merch64115@oksbi,17.928571428571427,36,173348.13428571427,365389.94000000006
merch64123@ybl,24.384615384615383,42,337584.65769230766,606743.6900000001
merch64130@ybl,9.375,19,143624.6825,300989.9
merch6413@axl,20.75,38,164639.28285714288,277872.43000000005
merch64140@oksbi,15.4,33,271686.00680000003,606968.3900000001
merch64165@paytm,18.9375,40,113878.00906250002,248203.78
merch64165@ybl,15.5,34,160621.9377272727,407541.07
merch64172@oksbi,15.285714285714286,30,153295.86047619046,355975.42000000004
merch64175@paytm,22.205882352941178,43,101481.6888235294,217215.81
merch64176@okicici,21.580645161290324,43,228821.62451612906,387670.61
merch64179@okicici,19.24,37,254700.3084,452936.45
merch64184@paytm,22.925,45,230037.77325,417682.44
merch64190@axl,20.0,37,382157.1687096774,630877.73
merch64202@axl,15.72,33,186113.6528,511558.35
merch64203@ybl,16.125,32,155431.0125,202724.03
merch64209@oksbi,22.176470588235293,41,279004.7741176471,512079.85
merch64219@axl,20.161290322580644,38,235305.3364516129,507340.93
merch64232@ybl,16.235294117647058,32,135987.69470588234,265272.0
merch64238@oksbi,19.551724137931036,39,340598.82034482755,470854.41
merch64265@paytm,23.551724137931036,46,112688.19103448276,183715.57
merch64281@ybl,14.96,31,348827.2488,628077.2200000001
merch64294@ybl,22.176470588235293,44,76553.71117647058,171349.71999999997
merch64303@axl,20.866666666666667,40,44818.702000000005,117420.04
merch64308@ybl,14.05,30,102540.859,216421.18
merch64327@paytm,22.0,44,261946.63178571427,630576.5899999999
merch6432@okhdfcbank,24.43243243243243,49,288861.6043243243,626022.41
merch64332@paytm,14.478260869565217,30,133822.43173913046,267362.3400000001
merch64372@okicici,21.441176470588236,43,193938.0488235294,351258.54
merch64379@oksbi,19.724137931034484,40,95622.24344827587,359302.15
merch64401@axl,23.03125,44,321028.13375,547338.3999999999
merch64410@oksbi,17.333333333333332,32,220245.53666666665,355385.97
merch64411@oksbi,15.0,31,193320.85590909093,466729.88
merch64427@okicici,13.904761904761905,30,102169.65476190476,194776.25000000003
merch6443@ybl,18.807692307692307,36,49039.564999999995,138985.24
merch6446@oksbi,17.28,36,291366.898,522021.54
merch64474@okhdfcbank,16.962962962962962,33,341787.65518518514,497241.45
merch64528@paytm,17.82608695652174,37,110688.19956521741,280114.69000000006
merch6452@paytm,14.333333333333334,26,454207.4983333333,608484.8799999998
merch64545@axl,21.896551724137932,44,203112.41827586206,489971.66
merch64554@axl,18.57894736842105,35,225097.95157894737,437157.69
merch64560@paytm,19.5,35,278214.5391666666,433175.38
merch64576@oksbi,25.63888888888889,53,473871.9808333333,785126.37
merch64594@okhdfcbank,12.954545454545455,26,141061.64636363636,254349.57
merch64620@axl,15.130434782608695,34,59479.918695652166,126287.07
merch64620@oksbi,17.666666666666668,33,137448.86666666667,265116.53
merch64627@oksbi,17.566666666666666,36,127588.54133333333,231851.46
merch6462@ybl,18.551724137931036,36,389166.40413793107,567778.2600000001
merch64652@okicici,19.925925925925927,37,359646.6840740741,598984.25
merch6465@okicici,12.7,27,111168.32349999998,355743.01
merch64721@okhdfcbank,16.76,35,65892.69,126089.92
merch64763@oksbi,17.17241379310345,37,301652.10931034485,703027.83
merch64766@okhdfcbank,14.473684210526315,27,300516.41368421057,482762.86
merch64783@oksbi,16.8,33,223638.42440000002,342268.55
merch64788@oksbi,22.03030303030303,45,217556.4187878788,400069.19
merch64797@oksbi,16.482758620689655,35,170287.48379310343,333798.64
merch64804@okicici,21.78125,41,568852.2546875001,905401.73
merch64805@axl,16.25925925925926,33,137548.12814814816,358660.6
merch64815@okicici,17.1,33,127855.02333333335,264318.35
merch64825@oksbi,17.91304347826087,36,434241.99000000005,912947.71
merch64830@oksbi,16.925925925925927,36,54129.451111111106,94933.25
merch64853@axl,18.482758620689655,36,203762.79103448277,380851.87
merch64867@ybl,17.0,36,99941.14,186771.92
merch64874@okhdfcbank,20.7027027027027,44,175272.92243243242,394442.75000000006
merch64908@oksbi,17.80952380952381,32,82123.99333333333,128411.58
merch64910@axl,23.44,41,242592.03880000004,384924.62
merch64924@okhdfcbank,17.347826086956523,33,237410.6965217391,416459.81
merch64925@okicici,18.045454545454547,36,21503.33,76905.96
merch64944@ybl,21.029411764705884,40,247216.4194117647,494025.08
merch64960@oksbi,20.884615384615383,38,387531.9773076923,560008.0700000001
merch64964@axl,15.24,35,174790.90879999998,551604.17
merch64967@okhdfcbank,17.4,33,220858.07240000003,492573.09
merch64969@okicici,15.263157894736842,29,53935.52421052632,116590.1
merch64983@ybl,17.28,35,137808.4792,269076.41
merch65005@okicici,15.954545454545455,32,136780.01727272727,214139.77
merch65006@paytm,18.464285714285715,38,205208.5392857143,457779.1699999999
merch65014@axl,21.0,41,444440.8268571428,771411.5499999999
merch65022@paytm,15.217391304347826,29,297945.75999999995,559569.36
merch65037@okhdfcbank,15.444444444444445,31,112189.785,518055.04
merch65038@okhdfcbank,17.29032258064516,35,265600.44903225807,696934.9900000001
merch65042@paytm,16.045454545454547,30,350880.77,771416.6000000001
merch65054@ybl,16.956521739130434,35,87737.91391304349,195893.55
merch65057@paytm,15.333333333333334,28,293892.2519047619,507417.48
merch65067@okicici,18.23076923076923,36,94502.32923076923,235936.71
merch65079@oksbi,20.705882352941178,41,154273.58294117646,407704.9
merch65141@okicici,20.636363636363637,43,83375.63454545454,307527.54
merch65162@axl,15.464285714285714,31,161552.4060714286,331590.22000000003
merch65165@ybl,16.807692307692307,33,154976.0753846154,311406.8400000001
merch65175@axl,9.375,18,37264.368125,209814.94
merch65198@ybl,13.954545454545455,29,118973.0790909091,257167.03
merch65264@paytm,16.541666666666668,32,112586.90333333334,269607.8
merch65270@oksbi,20.384615384615383,36,192572.52884615384,367962.87000000005
merch65274@okicici,18.384615384615383,39,405096.3676923077,769168.92
merch65274@paytm,25.89189189189189,51,203439.03837837838,488163.15
merch65289@ybl,11.5,22,29852.0245,64164.12
merch65320@ybl,16.05263157894737,27,155566.42315789475,331331.34
merch65334@ybl,19.344827586206897,39,476175.9389655172,618122.0799999998
merch65366@paytm,12.533333333333333,23,89272.50666666667,152806.91000000003
merch65367@okicici,19.741935483870968,41,131330.77322580645,253483.38
merch65385@oksbi,17.620689655172413,39,284242.4544827586,637684.0399999999
merch6539@ybl,15.375,32,77049.02208333333,137675.19999999998
merch65409@paytm,12.473684210526315,25,195781.73736842108,644400.6700000002
merch65435@oksbi,13.571428571428571,27,462512.41380952386,959457.86
merch6543@axl,20.25925925925926,39,174594.55703703704,425319.53
merch6543@okicici,11.61111111111111,23,255980.36000000002,346735.23000000004
merch65442@ybl,18.166666666666668,37,175475.35416666666,282251.36
merch65467@paytm,22.36,40,484459.9796,627699.4199999999
merch65471@paytm,23.16216216216216,46,211897.87432432434,395601.59
merch65480@ybl,23.763157894736842,46,292046.24236842105,410678.6700000001
merch65482@oksbi,19.296296296296298,40,110678.24962962964,180853.46
merch65509@okhdfcbank,36.264150943396224,74,203343.1303773585,460633.63
merch65512@paytm,17.375,37,175604.17041666666,332693.24000000005
merch65538@axl,15.88888888888889,31,186461.8874074074,441286.46
merch65541@okicici,19.833333333333332,41,152592.07166666668,269570.98000000004
merch65544@ybl,21.125,38,148715.57218750002,238392.25
merch65555@oksbi,20.387096774193548,39,109504.49612903225,202830.3
merch65557@ybl,21.625,41,216498.29843749997,389864.25
merch65558@okhdfcbank,20.11111111111111,41,146196.30444444445,381855.89
merch65575@oksbi,20.516129032258064,42,226431.265483871,480744.47
merch65587@ybl,18.06896551724138,34,57807.498275862075,136986.40000000002
merch65600@oksbi,17.448275862068964,37,115375.06206896553,349096.86
merch65649@okicici,14.882352941176471,30,115566.8494117647,341160.14
merch65666@axl,11.944444444444445,23,187563.8538888889,299314.75999999995
merch65703@axl,18.181818181818183,38,80889.69818181818,170707.43000000002
merch65708@paytm,16.153846153846153,31,316731.7265384616,462389.2400000001
merch65723@oksbi,20.04,38,13357.814000000002,28958.25
merch65736@okicici,19.423076923076923,39,242868.79846153848,518729.2400000001
merch65749@oksbi,19.869565217391305,38,375279.0943478261,510650.88
merch65771@okhdfcbank,18.84,36,73086.39280000002,101326.66000000002
merch65808@axl,14.227272727272727,29,42949.84136363636,94684.29
merch65854@okicici,21.03125,43,151308.4959375,421118.76000000007
merch65873@okhdfcbank,18.65625,37,237387.273125,398271.41
merch65874@paytm,21.9375,46,557930.078125,1037952.6800000002
merch65889@paytm,17.27777777777778,31,405511.35555555555,741892.32
merch65910@okicici,20.714285714285715,37,53586.89035714285,116680.68
merch65913@okicici,18.043478260869566,37,441775.3082608696,626061.4
merch65928@ybl,14.277777777777779,29,289798.07833333337,511511.0500000001
merch65930@paytm,15.714285714285714,32,157092.68714285715,285331.15
merch65934@paytm,15.130434782608695,28,285044.8634782609,471424.03
merch65967@ybl,15.631578947368421,30,202780.08789473685,361859.79
merch66020@ybl,15.375,32,281900.69708333333,397041.79
merch66029@paytm,16.82608695652174,33,116826.14695652174,397147.66
merch66064@axl,13.222222222222221,28,79696.68111111112,175210.11000000002
merch66074@okicici,20.586206896551722,40,265270.94655172416,505372.13
merch66092@paytm,17.363636363636363,35,149256.0190909091,423705.94000000006
merch66126@axl,20.137931034482758,41,148994.08172413794,288152.35
merch66158@paytm,17.904761904761905,35,57270.63380952381,117821.89
merch6615@oksbi,19.64,37,176598.7364,418964.97
merch66180@oksbi,12.761904761904763,25,100881.5461904762,171873.41
merch66195@ybl,20.5,45,162848.784,479936.27
merch66197@okhdfcbank,11.470588235294118,25,189701.57000000004,344808.27
merch66206@okicici,24.387096774193548,45,362783.1612903226,538376.17
merch66206@ybl,10.666666666666666,22,111827.99166666667,169877.38
merch6620@okhdfcbank,18.583333333333332,36,328853.3075,581274.66
merch66211@paytm,18.846153846153847,38,369283.7361538462,660727.97
merch66214@okhdfcbank,13.526315789473685,28,79329.46684210526,155998.81999999998
merch66223@axl,17.047619047619047,33,78995.74476190477,200855.43
merch66227@axl,14.105263157894736,29,68091.18315789473,233959.61
merch66228@oksbi,19.26086956521739,35,255349.4352173913,608706.42
merch66231@ybl,16.38095238095238,32,306824.6914285715,533942.73
merch66252@ybl,19.434782608695652,40,132557.16826086957,265822.65
merch66254@axl,16.045454545454547,30,266548.41954545456,491293.88
merch66262@ybl,17.90909090909091,35,362895.405,516245.23
merch66267@ybl,17.454545454545453,31,221294.9959090909,343984.9
merch66282@ybl,18.344827586206897,36,273681.94482758624,484995.1200000001
merch66283@ybl,16.541666666666668,34,102348.38583333335,288574.57
merch66285@axl,23.228571428571428,47,389982.0862857143,555039.86
merch66296@okicici,18.96153846153846,37,416650.26192307693,879709.5200000001
merch66308@axl,20.75862068965517,40,302316.87310344825,646660.6299999999
merch6630@oksbi,19.26086956521739,37,216495.47608695654,375156.66
merch66311@oksbi,16.48148148148148,38,165766.00037037037,376958.63
merch6631@ybl,22.607142857142858,43,426602.4971428571,777989.03
merch66365@paytm,17.96551724137931,37,57467.51068965517,91783.65
merch66382@okhdfcbank,20.125,41,71518.7234375,215226.36
merch66391@axl,17.875,34,261148.64416666667,482401.26
merch6639@paytm,19.448275862068964,38,249624.18413793104,495129.32000000007
merch66402@okicici,15.826086956521738,32,344877.46130434785,457381.79
merch66403@okicici,15.73076923076923,32,262428.7342307692,430711.52
merch66428@oksbi,16.666666666666668,35,151522.10166666665,493605.29
merch66435@oksbi,16.6,31,261660.8585,538099.0900000001
merch66439@paytm,11.5,24,23848.8035,39671.81
merch66470@okicici,20.625,43,460136.67375,850025.64
merch66471@paytm,20.25,35,70929.20749999999,104012.14
merch66488@axl,38.9811320754717,78,241925.260754717,680563.4099999999
merch66499@oksbi,21.857142857142858,42,275127.2457142857,428657.01
merch66510@axl,11.9375,24,128908.08437499999,227558.28
merch66524@ybl,17.0,36,262180.1426923077,475938.6400000001
merch66527@okhdfcbank,19.966666666666665,39,154936.69933333332,373467.07
merch66552@paytm,22.805555555555557,49,209556.36388888888,464975.16
merch66555@oksbi,17.071428571428573,34,113953.96428571429,283212.47
merch66560@ybl,14.904761904761905,30,175714.80190476193,308176.08
merch66563@axl,17.047619047619047,32,167033.85857142857,261469.48
merch6656@oksbi,12.76923076923077,22,338594.2607692307,443588.41
merch66604@axl,25.214285714285715,45,234455.4107142857,387563.76
merch66615@axl,20.96153846153846,40,264943.6511538461,394307.36
merch66623@okicici,12.789473684210526,27,230712.10105263157,561614.7800000001
merch66642@ybl,13.052631578947368,27,76505.44684210526,154782.56999999998
merch66667@okicici,21.515151515151516,46,233237.15878787878,516773.82
merch66671@oksbi,22.86842105263158,45,311345.11,479385.5200000001
merch66687@okhdfcbank,20.655172413793103,41,217987.74206896554,414962.63
merch66696@oksbi,24.3125,47,274517.8540625,589397.3200000001
merch66696@ybl,14.181818181818182,28,344321.695,673946.79
merch66700@okhdfcbank,18.12,35,109976.8392,245237.2500000001
